country,location_name,latitude,longitude,timezone,last_updated_epoch,last_updated,temperature_celsius,temperature_fahrenheit,condition_text,humidity,cloud,sunrise,sunset,moonrise,moonset
Zimbabwe,Harare,-17.82,31.04,Africa/Harare,1693439100,31/08/2023 01:45,11.2,52.2,Clear,64,18,6:05 am,5:49 pm,5:20 pm,5:36 am
Afghanistan,Kabul,34.52,69.18,Asia/Kabul,1693525500,01/09/2023 04:15,19.2,66.6,Clear,49,5,5:26 am,6:21 pm,6:52 pm,5:22 am
Albania,Tirana,41.33,19.82,Europe/Tirane,1693524600,01/09/2023 01:30,17,62.6,Clear,88,0,6:06 am,7:16 pm,7:50 pm,6:10 am
Algeria,Algiers,36.76,3.05,Africa/Algiers,1693525500,01/09/2023 00:45,22,71.6,Partly cloudy,78,25,6:17 am,7:18 pm,7:54 pm,6:27 am
Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra,1693525500,01/09/2023 01:45,8.1,46.6,Clear,88,17,7:18 am,8:30 pm,9:06 pm,7:26 am
Angola,Luanda,-8.84,13.23,Africa/Luanda,1693525500,01/09/2023 00:45,21,69.8,Partly cloudy,94,25,6:09 am,6:05 pm,6:43 pm,6:28 am
Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua,1693525500,31/08/2023 19:45,29,84.2,Partly cloudy,75,25,5:54 am,6:21 pm,7:08 pm,6:19 am
Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires,1693524600,31/08/2023 20:30,12,53.6,Clear,62,0,7:15 am,6:35 pm,7:28 pm,7:48 am
Armenia,Yerevan,40.18,44.51,Asia/Yerevan,1693525500,01/09/2023 03:45,24,75.2,Clear,36,0,6:28 am,7:36 pm,8:08 pm,6:27 am
Australia,Canberra,-35.28,149.22,Australia/Sydney,1693525500,01/09/2023 09:45,11,51.8,Sunny,50,0,6:25 am,5:43 pm,5:53 pm,6:37 am
Austria,Vienna,48.2,16.37,Europe/Vienna,1693525500,01/09/2023 01:45,16,60.8,Clear,77,0,6:10 am,7:39 pm,8:12 pm,6:12 am
Azerbaijan,Baku,40.4,49.88,Asia/Baku,1693525500,01/09/2023 03:45,23,73.4,Partly cloudy,73,25,6:06 am,7:15 pm,7:47 pm,6:04 am
Bahamas,Nassau,25.08,-77.35,America/Nassau,1693524600,31/08/2023 19:30,31,87.8,Partly cloudy,79,50,6:50 am,7:30 pm,8:15 pm,7:18 am
Bahrain,Manama,26.24,50.58,Asia/Bahrain,1693525500,01/09/2023 02:45,34,93.2,Clear,60,0,5:17 am,5:59 pm,6:31 pm,5:21 am
Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka,1693525500,01/09/2023 05:45,28.2,82.8,Patchy rain possible,82,80,5:40 am,6:18 pm,6:45 pm,5:37 am
Barbados,Bridgetown,13.1,-59.62,America/Barbados,1693525500,31/08/2023 19:45,28,82.4,Partly cloudy,79,25,5:48 am,6:10 pm,6:57 pm,6:13 am
Belarus,Minsk,53.9,27.57,Europe/Minsk,1693525500,01/09/2023 02:45,13,55.4,Partly cloudy,100,25,6:15 am,8:03 pm,8:35 pm,6:11 am
Belgium,Brussels,50.83,4.33,Europe/Brussels,1693525500,01/09/2023 01:45,14,57.2,Partly cloudy,94,75,6:54 am,8:31 pm,9:04 pm,6:58 am
Belize,Belmopan,17.25,-88.77,America/Belize,1693525500,31/08/2023 17:45,30,86,Partly cloudy,79,25,5:41 am,6:09 pm,6:59 pm,6:12 am
Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo,1693525500,01/09/2023 00:45,26,78.8,Partly cloudy,89,25,6:42 am,6:57 pm,7:36 pm,7:00 am
Bhutan,Thimphu,27.48,89.6,Asia/Thimphu,1693525500,01/09/2023 05:45,12.3,54.1,Cloudy,96,71,5:40 am,6:24 pm,6:52 pm,5:36 am
Bolivia,Sucre,-19.04,-65.26,America/La_Paz,1693525500,31/08/2023 19:45,10.8,51.4,Moderate rain at times,82,88,6:30 am,6:13 pm,7:05 pm,7:01 am
Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo,1693524600,01/09/2023 01:30,16,60.8,Partly cloudy,100,75,6:08 am,7:25 pm,7:59 pm,6:12 am
Botswana,Gaborone,-24.65,25.91,Africa/Gaborone,1693525500,01/09/2023 01:45,12,53.6,Clear,47,0,6:29 am,6:05 pm,6:40 pm,6:50 am
Brazil,Bras,-2.08,-58.17,America/Manaus,1693525500,31/08/2023 19:45,32.6,90.7,Clear,33,24,5:51 am,5:55 pm,6:43 pm,6:18 am
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei,1693525500,01/09/2023 07:45,28,82.4,Partly cloudy,94,75,6:14 am,6:27 pm,6:50 pm,6:14 am
Bulgaria,Sofia,42.68,23.32,Europe/Sofia,1693525500,01/09/2023 02:45,13,55.4,Partly cloudy,94,50,6:50 am,8:04 pm,8:37 pm,6:53 am
Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou,1693525500,31/08/2023 23:45,27.3,81.1,Clear,67,5,5:56 am,6:17 pm,6:57 pm,6:12 am
Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura,1693525500,01/09/2023 01:45,19.7,67.5,Clear,57,18,6:02 am,6:04 pm,6:39 pm,6:17 am
Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo,1693525500,01/09/2023 02:45,18.7,65.7,Clear,69,2,6:07 am,5:43 pm,6:14 pm,6:25 am
Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde,1693525500,31/08/2023 22:45,28,82.4,Partly cloudy,89,50,6:21 am,6:47 pm,7:29 pm,6:41 am
Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh,1693525500,01/09/2023 06:45,27,80.6,Partly cloudy,94,75,5:50 am,6:11 pm,6:36 pm,5:49 am
Cameroon,Bafoussam,5.47,10.42,Africa/Douala,1693525500,01/09/2023 00:45,18.5,65.3,Light rain shower,96,61,6:12 am,6:25 pm,7:03 pm,6:28 am
Canada,Ottawa,45.42,-75.7,America/Toronto,1693525500,31/08/2023 19:45,20,68,Partly cloudy,53,25,6:23 am,7:43 pm,8:22 pm,6:47 am
Central African Republic,Bangui,4.37,18.58,Africa/Bangui,1693525500,01/09/2023 00:45,20.9,69.6,Mist,97,70,5:40 am,5:52 pm,6:29 pm,5:55 am
Chad,N'djamena,12.11,15.05,Africa/Douala,1693525500,01/09/2023 00:45,28,82.4,Clear,84,0,5:49 am,6:11 pm,6:48 pm,6:03 am
Chile,Santiago,-33.45,-70.67,America/Santiago,1693525500,31/08/2023 19:45,16,60.8,Partly cloudy,55,75,7:02 am,6:24 pm,7:19 pm,7:36 am
China,Beijing,39.93,116.39,Asia/Shanghai,1693525500,01/09/2023 07:45,21,69.8,Sunny,88,0,5:41 am,6:48 pm,7:15 pm,5:25 am
Bulgaria,Bogot,43.32,24.7,Europe/Sofia,1693525500,01/09/2023 02:45,18.4,65.1,Clear,63,17,6:43 am,7:59 pm,8:32 pm,6:46 am
Comoros,Moroni,-11.7,43.24,Indian/Comoro,1693525500,01/09/2023 02:45,24,75.2,Partly cloudy,78,25,6:11 am,6:04 pm,6:37 pm,6:26 am
Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville,1693525500,01/09/2023 00:45,26.2,79.2,Clear,47,17,5:59 am,6:00 pm,6:37 pm,6:16 am
Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica,1693525500,31/08/2023 17:45,23,73.4,Partly cloudy,83,75,5:27 am,5:46 pm,6:36 pm,5:58 am
Croatia,Zagreb,45.8,16,Europe/Zagreb,1693525500,01/09/2023 01:45,14,57.2,Clear,100,0,6:15 am,7:37 pm,8:10 pm,6:18 am
Cuba,Havana,23.13,-82.36,America/Havana,1693525500,31/08/2023 19:45,31,87.8,Partly cloudy,75,50,7:11 am,7:48 pm,8:35 pm,7:41 am
Cyprus,Nicosia,35.17,33.37,Asia/Famagusta,1693525500,01/09/2023 02:45,24,75.2,Partly cloudy,78,25,6:18 am,7:16 pm,7:49 pm,6:22 am
Czech Republic,Prague,50.08,14.47,Europe/Prague,1693525500,01/09/2023 01:45,12,53.6,Clear,77,0,6:15 am,7:49 pm,8:22 pm,6:16 am
Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville,1693525500,01/09/2023 00:45,25.9,78.6,Clear,49,16,5:59 am,6:00 pm,6:37 pm,6:16 am
Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen,1693525500,01/09/2023 01:45,13,55.4,Overcast,94,75,6:12 am,8:07 pm,8:38 pm,6:10 am
Djibouti,Djibouti,11.6,43.15,Africa/Djibouti,1693525500,01/09/2023 02:45,35,95,Mist,50,25,5:57 am,6:18 pm,6:52 pm,6:06 am
Dominica,Roseau,15.3,-61.4,America/Dominica,1693525500,31/08/2023 19:45,29,84.2,Partly cloudy,84,75,5:53 am,6:18 pm,7:05 pm,6:19 am
Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo,1693525500,31/08/2023 19:45,29,84.2,Partly cloudy,89,50,6:25 am,6:55 pm,7:42 pm,6:52 am
Ecuador,Quito,-0.22,-78.5,America/Guayaquil,1693525500,31/08/2023 18:45,14.3,57.7,Patchy rain possible,79,84,6:11 am,6:17 pm,7:09 pm,6:41 am
Egypt,Cairo,30.05,31.25,Africa/Cairo,1693525500,01/09/2023 02:45,26,78.8,Partly cloudy,84,50,6:31 am,7:19 pm,7:54 pm,6:37 am
El Salvador,San Salvador,13.71,-89.2,America/El_Salvador,1693525500,31/08/2023 17:45,32,89.6,Partly cloudy,71,25,5:46 am,6:09 pm,6:59 pm,6:16 am
Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo,1693525500,01/09/2023 00:45,25,77,Patchy rain possible,87,87,6:19 am,6:31 pm,7:09 pm,6:36 am
Eritrea,Asmara,15.33,38.93,Africa/Asmara,1693525500,01/09/2023 02:45,16.9,62.4,Moderate rain at times,76,80,6:11 am,6:37 pm,7:12 pm,6:20 am
Estonia,Tallinn,59.43,24.73,Europe/Tallinn,1693525500,01/09/2023 02:45,14,57.2,Fog,100,60,6:14 am,8:27 pm,8:57 pm,6:05 am
Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane,1693525500,01/09/2023 01:45,13.8,56.8,Clear,39,0,6:10 am,5:43 pm,6:17 pm,6:30 am
Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa,1693525500,01/09/2023 02:45,11.8,53.2,Patchy rain possible,83,71,6:16 am,6:34 pm,7:09 pm,6:27 am
Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,1693525500,01/09/2023 11:45,28,82.4,Partly cloudy,79,75,6:15 am,5:59 pm,6:08 pm,6:15 am
Finland,Helsinki,60.18,24.93,Europe/Helsinki,1693525500,01/09/2023 02:45,16,60.8,Partly cloudy,94,75,6:11 am,8:28 pm,8:58 pm,6:01 am
France,Paris,48.87,2.33,Europe/Paris,1693525500,01/09/2023 01:45,18,64.4,Partly cloudy,94,75,7:06 am,8:36 pm,9:10 pm,7:11 am
Gabon,Libreville,0.38,9.45,Africa/Libreville,1693525500,01/09/2023 00:45,24.6,76.3,Partly cloudy,86,43,6:19 am,6:26 pm,7:04 pm,6:36 am
Gambia,Banjul,13.45,-16.58,Africa/Banjul,1693525500,31/08/2023 23:45,26,78.8,Partly cloudy,94,50,6:55 am,7:19 pm,7:59 pm,7:14 am
Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,1693525500,01/09/2023 03:45,23,73.4,Partly cloudy,69,50,6:25 am,7:37 pm,8:09 pm,6:23 am
Germany,Berlin,52.52,13.4,Europe/Berlin,1693525500,01/09/2023 01:45,12,53.6,Clear,88,0,6:15 am,7:58 pm,8:30 pm,6:15 am
Ghana,Accra,5.55,-0.22,Africa/Accra,1693525500,31/08/2023 23:45,26,78.8,Partly cloudy,89,75,5:55 am,6:08 pm,6:47 pm,6:12 am
Greece,Athens,37.98,23.72,Europe/Athens,1693525500,01/09/2023 02:45,26,78.8,Clear,45,0,6:54 am,7:57 pm,8:31 pm,6:59 am
Grenada,Saint George's,12.05,-61.75,America/Grenada,1693525500,31/08/2023 19:45,29,84.2,Partly cloudy,79,25,5:57 am,6:18 pm,7:05 pm,6:23 am
Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,1693525500,31/08/2023 17:45,21,69.8,Partly cloudy,88,25,5:50 am,6:15 pm,7:05 pm,6:21 am
Guinea,Conakry,9.51,-13.71,Africa/Conakry,1693525500,31/08/2023 23:45,28,82.4,Partly cloudy,89,75,6:46 am,7:04 pm,7:45 pm,7:05 am
Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,1693525500,31/08/2023 23:45,26,78.8,Partly cloudy,94,25,6:52 am,7:13 pm,7:54 pm,7:11 am
Guyana,Georgetown,6.8,-58.17,America/Guyana,1693525500,31/08/2023 19:45,25,77,Partly cloudy,94,25,5:46 am,6:00 pm,6:48 pm,6:12 am
Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,1693525500,31/08/2023 19:45,33,91.4,Partly cloudy,56,75,6:34 am,7:05 pm,7:52 pm,7:02 am
Vatican City,Vatican City,41.9,12.45,Europe/Rome,1693525500,01/09/2023 01:45,20,68,Clear,64,0,6:34 am,7:46 pm,8:20 pm,6:40 am
Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,1693525500,31/08/2023 17:45,27,80.6,Partly cloudy,58,25,5:37 am,6:01 pm,6:51 pm,6:07 am
Hungary,Budapest,47.5,19.08,Europe/Budapest,1693525500,01/09/2023 01:45,13,55.4,Clear,94,0,6:00 am,7:27 pm,8:00 pm,6:02 am
Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,1693525500,31/08/2023 23:45,10.8,51.4,Cloudy,87,73,6:01 am,8:41 pm,9:07 pm,6:01 am
India,New Delhi,28.6,77.2,Asia/Kolkata,1693525500,01/09/2023 05:15,29,84.2,Mist,79,0,5:59 am,6:44 pm,7:14 pm,5:56 am
Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,1693525500,01/09/2023 06:45,24,75.2,Mist,94,25,5:54 am,5:53 pm,6:16 pm,5:58 am
Iran,Tehran,35.73,51.33,Asia/Tehran,1693525500,01/09/2023 03:15,25,77,Clear,36,0,5:36 am,6:34 pm,7:06 pm,5:36 am
Iraq,Baghdad,33.34,44.39,Asia/Baghdad,1693525500,01/09/2023 02:45,31,87.8,Clear,27,0,5:36 am,6:29 pm,7:02 pm,5:38 am
Ireland,Dublin,53.33,-6.25,Europe/Dublin,1693525500,01/09/2023 00:45,15,59,Light rain,94,75,6:32 am,8:17 pm,8:50 pm,6:37 am
Israel,Jerusalem,31.78,35.23,Asia/Hebron,1693525500,01/09/2023 02:45,26,78.8,Partly cloudy,89,75,6:14 am,7:05 pm,7:39 pm,6:18 am
Italy,Rome,41.9,12.48,Europe/Rome,1693525500,01/09/2023 01:45,20,68,Clear,64,0,6:34 am,7:46 pm,8:20 pm,6:40 am
Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,1693525500,31/08/2023 18:45,31,87.8,Partly cloudy,75,25,5:53 am,6:22 pm,7:10 pm,6:21 am
Japan,Tokyo,35.69,139.69,Asia/Tokyo,1693525500,01/09/2023 08:45,29,84.2,Partly cloudy,66,25,5:12 am,6:11 pm,6:35 pm,4:53 am
Jordan,Amman,31.95,35.93,Asia/Amman,1693525500,01/09/2023 02:45,26,78.8,Clear,32,0,6:11 am,7:02 pm,7:36 pm,6:15 am
Kazakhstan,Astana,51.18,71.43,Asia/Almaty,1693525500,01/09/2023 05:45,10,50,Partly cloudy,94,75,6:25 am,8:03 pm,8:33 pm,6:11 am
Kenya,Nairobi,-1.28,36.82,Africa/Nairobi,1693525500,01/09/2023 02:45,17,62.6,Partly cloudy,83,75,6:30 am,6:35 pm,7:10 pm,6:44 am
Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa,1693525500,01/09/2023 11:45,28.9,84,Patchy rain possible,76,69,6:39 am,6:45 pm,7:00 pm,6:33 am
Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait,1693525500,01/09/2023 02:45,34.6,94.3,Clear,32,0,5:25 am,6:12 pm,6:44 pm,5:28 am
Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek,1693525500,01/09/2023 05:45,12.6,54.7,Clear,72,16,6:24 am,7:39 pm,8:09 pm,6:15 am
Indonesia,Laos,-8.18,114.32,Asia/Jakarta,1693525500,01/09/2023 06:45,17.7,63.9,Sunny,88,15,5:25 am,5:22 pm,5:44 pm,5:30 am
Latvia,Riga,56.95,24.1,Europe/Riga,1693525500,01/09/2023 02:45,16,60.8,Overcast,94,100,6:23 am,8:23 pm,8:54 pm,6:16 am
Lebanon,Beirut,33.87,35.51,Asia/Beirut,1693525500,01/09/2023 02:45,28,82.4,Partly cloudy,79,75,6:10 am,7:06 pm,7:39 pm,6:14 am
Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg,1693525500,01/09/2023 01:45,12.3,54.1,Clear,29,2,6:26 am,5:55 pm,6:30 pm,6:49 am
Liberia,Monrovia,6.31,-10.8,Africa/Monrovia,1693525500,31/08/2023 23:45,25,77,Moderate rain,94,75,6:36 am,6:51 pm,7:32 pm,6:55 am
Thailand,Nan,18.78,100.78,Asia/Bangkok,1693525500,01/09/2023 06:45,24,75.2,Partly cloudy,100,75,6:02 am,6:32 pm,6:59 pm,5:59 am
Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz,1693525500,01/09/2023 01:45,16,60.8,Partly cloudy,94,75,6:39 am,8:04 pm,8:38 pm,6:43 am
Lithuania,Vilnius,54.68,25.32,Europe/Vilnius,1693525500,01/09/2023 02:45,13,55.4,Fog,100,0,6:23 am,8:14 pm,8:45 pm,6:18 am
Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg,1693525500,01/09/2023 01:45,13,55.4,Light rain,100,75,6:49 am,8:21 pm,8:55 pm,6:53 am
Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo,1693525500,01/09/2023 02:45,12,53.6,Partly cloudy,88,50,5:59 am,5:42 pm,6:14 pm,6:16 am
Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre,1693525500,01/09/2023 01:45,18.1,64.6,Clear,54,5,5:51 am,5:40 pm,6:15 pm,6:08 am
Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur,1693525500,01/09/2023 07:45,25,77,Partly cloudy,89,25,7:09 am,7:19 pm,7:44 pm,7:11 am
Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives,1693525500,01/09/2023 04:45,28,82.4,Light rain shower,79,88,6:00 am,6:14 pm,6:44 pm,6:06 am
Mali,Bamako,12.65,-8,Africa/Bamako,1693525500,31/08/2023 23:45,25,77,Partly cloudy,100,25,6:21 am,6:43 pm,7:24 pm,6:38 am
Malta,Valletta,35.9,14.51,Europe/Malta,1693525500,01/09/2023 01:45,23,73.4,Clear,83,0,6:32 am,7:32 pm,8:07 pm,6:40 am
Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro,1693525500,01/09/2023 11:45,27,80.6,Light rain,89,100,6:27 am,6:43 pm,6:58 pm,6:16 am
Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott,1693525500,31/08/2023 23:45,28,82.4,Clear,82,24,6:49 am,7:19 pm,7:59 pm,7:07 am
Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius,1693525500,01/09/2023 03:45,22,71.6,Partly cloudy,65,50,6:20 am,6:01 pm,6:31 pm,6:36 am
Mexico,Mexico City,19.43,-99.13,America/Mexico_City,1693525500,31/08/2023 17:45,17,62.6,Moderate or heavy rain with thunder,83,100,6:21 am,6:52 pm,7:43 pm,6:53 am
Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei,1693525500,01/09/2023 10:45,30,86,Partly cloudy,79,50,6:20 am,6:35 pm,6:53 pm,6:12 am
Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk,1693525500,01/09/2023 06:45,14.8,58.6,Sunny,79,9,5:52 am,7:33 pm,8:01 pm,5:32 am
Monaco,Monaco,43.73,7.42,Europe/Monaco,1693525500,01/09/2023 01:45,20,68,Partly cloudy,68,25,6:52 am,8:08 pm,8:43 pm,6:58 am
Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar,1693525500,01/09/2023 07:45,10,50,Partly cloudy,82,50,6:08 am,7:37 pm,8:04 pm,5:48 am
Montenegro,Podgorica,42.44,19.26,Europe/Podgorica,1693525500,01/09/2023 01:45,19,66.2,Clear,88,0,6:06 am,7:20 pm,7:54 pm,6:10 am
Morocco,Rabat,34.03,-6.84,Africa/Casablanca,1693525500,01/09/2023 00:45,19,66.2,Clear,94,0,7:00 am,7:55 pm,8:32 pm,7:13 am
Mozambique,Maputo,-25.97,32.59,Africa/Maputo,1693525500,01/09/2023 01:45,19.4,66.9,Clear,77,0,6:04 am,5:37 pm,6:11 pm,6:24 am
Myanmar,Pathein,16.78,94.73,Asia/Yangon,1693525500,01/09/2023 06:15,25.4,77.7,Patchy rain possible,93,71,5:57 am,6:25 pm,6:52 pm,5:56 am
Namibia,Windhoek,-22.57,17.08,Africa/Windhoek,1693525500,01/09/2023 01:45,15,59,Clear,48,0,7:03 am,6:41 pm,7:19 pm,7:25 am
Turkey,Yaren,39.55,27.62,Europe/Istanbul,1693525500,01/09/2023 02:45,23,73.4,Clear,57,0,6:36 am,7:43 pm,8:16 pm,6:40 am
Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu,1693525500,01/09/2023 05:30,22,71.6,Partly cloudy,88,50,5:42 am,6:26 pm,6:55 pm,5:38 am
Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam,1693525500,01/09/2023 01:45,14,57.2,Clear,88,0,6:49 am,8:31 pm,9:04 pm,6:52 am
New Zealand,Wellington,-41.3,174.78,Pacific/Auckland,1693525500,01/09/2023 11:45,14,57.2,Sunny,63,0,6:48 am,5:55 pm,5:57 pm,7:03 am
Nicaragua,Managua,12.15,-86.27,America/Managua,1693525500,31/08/2023 17:45,34,93.2,Partly cloudy,60,50,5:35 am,5:56 pm,6:46 pm,6:05 am
Niger,Niamey,13.52,2.12,Africa/Niamey,1693525500,01/09/2023 00:45,28,82.4,Clear,74,0,6:40 am,7:04 pm,7:42 pm,6:56 am
Nigeria,Abuja,9.18,7.18,Africa/Lagos,1693525500,01/09/2023 00:45,26,78.8,Clear,89,0,6:22 am,6:40 pm,7:19 pm,6:38 am
North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang,1693525500,01/09/2023 08:45,19.9,67.8,Sunny,81,15,6:04 am,7:10 pm,7:36 pm,5:47 am
Macedonia,Skopje,42,21.43,Europe/Skopje,1693525500,01/09/2023 01:45,14,57.2,Clear,82,0,5:58 am,7:10 pm,7:44 pm,6:02 am
Norway,Oslo,59.92,10.75,Europe/Oslo,1693525500,01/09/2023 01:45,12,53.6,Partly cloudy,77,75,6:09 am,8:24 pm,8:54 pm,6:04 am
Oman,Muscat,23.61,58.59,Asia/Muscat,1693525500,01/09/2023 03:45,30,86,Partly cloudy,89,50,5:47 am,6:25 pm,6:56 pm,5:50 am
Pakistan,Islamabad,33.7,73.17,Asia/Karachi,1693525500,01/09/2023 04:45,26.3,79.3,Clear,60,15,5:40 am,6:35 pm,7:05 pm,5:37 am
Palau,Adkip,7.36,134.51,Pacific/Palau,1693525500,01/09/2023 08:45,29,84.2,Partly cloudy,79,75,5:55 am,6:10 pm,6:31 pm,5:50 am
Bolivia,National,-11.18,-67.08,America/La_Paz,1693525500,31/08/2023 19:45,32.7,90.9,Clear,35,15,6:32 am,6:25 pm,7:16 pm,7:02 am
Panama,Panama City,8.97,-79.53,America/Panama,1693525500,31/08/2023 18:45,28,82.4,Partly cloudy,84,50,6:09 am,6:27 pm,7:17 pm,6:39 am
Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby,1693525500,01/09/2023 09:45,25,77,Mist,74,50,6:14 am,6:09 pm,6:25 pm,6:14 am
Paraguay,Carreria,-21.55,-58.12,America/Asuncion,1693525500,31/08/2023 19:45,31.4,88.5,Clear,39,10,6:03 am,5:43 pm,6:33 pm,6:33 am
Peru,Lima,-12.05,-77.05,America/Lima,1693525500,31/08/2023 18:45,18.7,65.7,Cloudy,80,78,6:12 am,6:05 pm,6:57 pm,6:44 am
Philippines,Manila,14.6,120.98,Asia/Manila,1693525500,01/09/2023 07:45,27,80.6,Heavy rain at times,94,100,5:44 am,6:09 pm,6:32 pm,5:39 am
Poland,Warsaw,52.25,21,Europe/Warsaw,1693525500,01/09/2023 01:45,12,53.6,Clear,94,0,5:45 am,7:27 pm,7:59 pm,5:44 am
Portugal,Lisbon,38.72,-9.13,Europe/Lisbon,1693525500,01/09/2023 00:45,19,66.2,Partly cloudy,83,25,7:04 am,8:09 pm,8:46 pm,7:16 am
Qatar,Doha,25.29,51.53,Asia/Qatar,1693525500,01/09/2023 02:45,36,96.8,Clear,37,0,5:14 am,5:54 pm,6:26 pm,5:18 am
Romania,Bucharest,44.43,26.1,Europe/Bucharest,1693525500,01/09/2023 02:45,19,66.2,Clear,78,0,6:36 am,7:55 pm,8:28 pm,6:38 am
Russia,Moscow,55.75,37.62,Europe/Moscow,1693525500,01/09/2023 02:45,16,60.8,Clear,88,0,5:32 am,7:27 pm,7:58 pm,5:23 am
Rwanda,Kigali,-1.95,30.06,Africa/Kigali,1693525500,01/09/2023 01:45,22,71.6,Partly cloudy,57,50,5:58 am,6:02 pm,6:37 pm,6:13 am
Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts,1693525500,31/08/2023 19:45,29,84.2,Partly cloudy,79,25,5:57 am,6:25 pm,7:12 pm,6:23 am
Saint Lucia,Castries,14,-61,America/St_Lucia,1693525500,31/08/2023 19:45,28,82.4,Clear,79,0,5:52 am,6:16 pm,7:03 pm,6:18 am
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent,1693525500,31/08/2023 19:45,29.1,84.4,Partly cloudy,74,54,5:54 am,6:16 pm,7:03 pm,6:20 am
Samoa,Apia,-13.83,-171.73,Pacific/Apia,1693525500,01/09/2023 12:45,30,86,Partly cloudy,75,75,6:33 am,6:22 pm,6:31 pm,6:29 am
San Marino,San Marino,43.93,12.45,Europe/Rome,1693525500,01/09/2023 01:45,19,66.2,Clear,78,0,6:32 am,7:49 pm,8:23 pm,6:37 am
Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels,1693525500,01/09/2023 01:45,14,57.2,Light rain,94,0,6:53 am,8:30 pm,9:04 pm,6:56 am
Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh,1693525500,01/09/2023 02:45,30,86,Clear,19,0,5:34 am,6:13 pm,6:46 pm,5:38 am
Senegal,Dakar,14.67,-17.44,Africa/Dakar,1693525500,31/08/2023 23:45,28,82.4,Partly cloudy,84,25,6:58 am,7:23 pm,8:03 pm,7:16 am
Serbia,Belgrade,44.8,20.47,Europe/Belgrade,1693525500,01/09/2023 01:45,19,66.2,Partly cloudy,83,75,5:59 am,7:18 pm,7:51 pm,6:01 am
Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe,1693525500,01/09/2023 03:45,26.2,79.2,Cloudy,76,68,6:18 am,6:19 pm,6:50 pm,6:30 am
Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown,1693525500,31/08/2023 23:45,25.5,77.9,Patchy rain possible,86,89,6:45 am,7:02 pm,7:43 pm,7:04 am
Singapore,Singapore,1.29,103.86,Asia/Singapore,1693525500,01/09/2023 07:45,28,82.4,Partly cloudy,79,75,7:01 am,7:09 pm,7:34 pm,7:03 am
